"","Reason","year","Age","Male","Female","Total"
"5679","Investors",2000,"20 s",3,2,5
"5680","Investors",2001,"20 s",2,0,2
"5681","Investors",2002,"20 s",0,2,2
"5682","Investors",2003,"20 s",0,0,0
"5683","Investors",2004,"20 s",0,2,2
"5684","Investors",2005,"20 s",0,2,2
"5685","Investors",2006,"20 s",0,0,0
"5686","Investors",2007,"20 s",1,1,2
"5687","Investors",2008,"20 s",0,1,1
"5688","Investors",2009,"20 s",1,0,1
"5689","Investors",2010,"20 s",0,1,1
"5690","Investors",2012,"20 s",1,NA,1
"5691","Investors",2017,"20 s",1,0,1
"5692","Investors",2018,"20 s",0,2,2
"5693","Investors",2019,"20 s",1,0,1
"5694","Trade and Business",2000,"20 s",0,0,0
"5695","Trade and Business",2001,"20 s",0,0,0
"5696","Trade and Business",2002,"20 s",1,0,1
"5697","Trade and Business",2003,"20 s",0,0,0
"5698","Trade and Business",2004,"20 s",2,0,2
"5699","Trade and Business",2005,"20 s",0,0,0
"5700","Trade and Business",2006,"20 s",0,0,0
"5701","Trade and Business",2007,"20 s",0,0,0
"5702","Trade and Business",2008,"20 s",1,0,1
"5703","Trade and Business",2009,"20 s",0,0,0
"5704","Trade and Business",2010,"20 s",0,0,0
"5705","Trade and Business",2011,"20 s",2,NA,2
"5706","Trade and Business",2012,"20 s",5,1,6
"5707","Trade and Business",2013,"20 s",1,0,1
"5708","Trade and Business",2014,"20 s",1,0,1
"5709","Trade and Business",2017,"20 s",2,0,2
"5710","Trade and Business",2018,"20 s",1,0,1
"5711","Trade and Business",2019,"20 s",1,0,1
"5712","Research",2000,"20 s",2,0,2
"5713","Research",2001,"20 s",0,2,2
"5714","Research",2002,"20 s",2,0,2
"5715","Research",2003,"20 s",0,0,0
"5716","Research",2004,"20 s",2,0,2
"5717","Research",2005,"20 s",0,0,0
"5718","Research",2006,"20 s",0,1,1
"5719","Research",2007,"20 s",0,1,1
"5720","Research",2008,"20 s",0,0,0
"5721","Research",2009,"20 s",0,0,0
"5722","Research",2010,"20 s",0,0,0
"5723","Research",2016,"20 s",1,0,1
"5724","Art and Entertainment",2000,"20 s",26,540,566
"5725","Art and Entertainment",2001,"20 s",27,554,581
"5726","Art and Entertainment",2002,"20 s",24,332,356
"5727","Art and Entertainment",2003,"20 s",18,200,218
"5728","Art and Entertainment",2004,"20 s",28,214,242
"5729","Art and Entertainment",2005,"20 s",35,284,319
"5730","Art and Entertainment",2006,"20 s",43,183,226
"5731","Art and Entertainment",2007,"20 s",37,111,148
"5732","Art and Entertainment",2008,"20 s",40,152,192
"5733","Art and Entertainment",2009,"20 s",14,168,182
"5734","Art and Entertainment",2010,"20 s",33,134,167
"5735","Art and Entertainment",2011,"20 s",28,74,102
"5736","Art and Entertainment",2012,"20 s",23,117,140
"5737","Art and Entertainment",2013,"20 s",21,99,120
"5738","Art and Entertainment",2014,"20 s",25,117,142
"5739","Art and Entertainment",2015,"20 s",21,99,120
"5740","Art and Entertainment",2016,"20 s",22,49,71
"5741","Art and Entertainment",2017,"20 s",24,27,51
"5742","Art and Entertainment",2018,"20 s",19,21,40
"5743","Art and Entertainment",2019,"20 s",25,31,56
"5744","Unskilled Employment",2000,"20 s",0,0,0
"5745","Unskilled Employment",2001,"20 s",0,0,0
"5746","Unskilled Employment",2002,"20 s",0,0,0
"5747","Unskilled Employment",2003,"20 s",10,1,11
"5748","Unskilled Employment",2004,"20 s",79,6,85
"5749","Unskilled Employment",2005,"20 s",1576,220,1796
"5750","Unskilled Employment",2006,"20 s",890,86,976
"5751","Unskilled Employment",2007,"20 s",1218,167,1385
"5752","Unskilled Employment",2008,"20 s",2107,288,2395
"5753","Unskilled Employment",2009,"20 s",796,120,916
"5754","Unskilled Employment",2010,"20 s",1418,200,1618
"5755","Unskilled Employment",2011,"20 s",2454,405,2859
"5756","Unskilled Employment",2012,"20 s",2893,327,3220
"5757","Unskilled Employment",2013,"20 s",2460,296,2756
"5758","Unskilled Employment",2014,"20 s",2191,333,2524
"5759","Unskilled Employment",2015,"20 s",2334,348,2682
"5760","Unskilled Employment",2016,"20 s",2432,343,2775
"5761","Unskilled Employment",2017,"20 s",1920,296,2216
"5762","Unskilled Employment",2018,"20 s",2312,270,2582
"5763","Unskilled Employment",2019,"20 s",2136,216,2352
"5764","Visiting and Joining Family",2000,"20 s",4,68,72
"5765","Visiting and Joining Family",2001,"20 s",6,105,111
"5766","Visiting and Joining Family",2002,"20 s",7,82,89
"5767","Visiting and Joining Family",2003,"20 s",5,35,40
"5768","Visiting and Joining Family",2004,"20 s",8,20,28
"5769","Visiting and Joining Family",2005,"20 s",25,31,56
"5770","Visiting and Joining Family",2006,"20 s",56,51,107
"5771","Visiting and Joining Family",2007,"20 s",69,53,122
"5772","Visiting and Joining Family",2008,"20 s",83,74,157
"5773","Visiting and Joining Family",2009,"20 s",103,83,186
"5774","Visiting and Joining Family",2010,"20 s",200,151,351
"5775","Visiting and Joining Family",2011,"20 s",135,91,226
"5776","Visiting and Joining Family",2012,"20 s",61,55,116
"5777","Visiting and Joining Family",2013,"20 s",45,39,84
"5778","Visiting and Joining Family",2014,"20 s",26,29,55
"5779","Visiting and Joining Family",2015,"20 s",18,21,39
"5780","Visiting and Joining Family",2016,"20 s",17,45,62
"5781","Visiting and Joining Family",2017,"20 s",16,27,43
"5782","Visiting and Joining Family",2018,"20 s",13,38,51
"5783","Visiting and Joining Family",2019,"20 s",19,46,65
"5784","Overseas Koreans",2000,"20 s",5,8,13
"5785","Overseas Koreans",2001,"20 s",9,8,17
"5786","Overseas Koreans",2002,"20 s",11,12,23
"5787","Overseas Koreans",2003,"20 s",12,9,21
"5788","Overseas Koreans",2004,"20 s",12,6,18
"5789","Overseas Koreans",2005,"20 s",12,9,21
"5790","Overseas Koreans",2006,"20 s",11,15,26
"5791","Overseas Koreans",2007,"20 s",14,9,23
"5792","Overseas Koreans",2008,"20 s",25,19,44
"5793","Overseas Koreans",2009,"20 s",40,25,65
"5794","Overseas Koreans",2010,"20 s",61,55,116
"5795","Overseas Koreans",2011,"20 s",95,67,162
"5796","Overseas Koreans",2012,"20 s",87,59,146
"5797","Overseas Koreans",2013,"20 s",79,68,147
"5798","Overseas Koreans",2014,"20 s",101,81,182
"5799","Overseas Koreans",2015,"20 s",96,107,203
"5800","Overseas Koreans",2016,"20 s",96,89,185
"5801","Overseas Koreans",2017,"20 s",102,109,211
"5802","Overseas Koreans",2018,"20 s",106,105,211
"5803","Overseas Koreans",2019,"20 s",102,72,174
"5804","Permanent Residence",2000,"20 s",0,0,0
"5805","Permanent Residence",2001,"20 s",0,0,0
"5806","Permanent Residence",2002,"20 s",0,0,0
"5807","Permanent Residence",2003,"20 s",2,2,4
"5808","Permanent Residence",2004,"20 s",4,6,10
"5809","Permanent Residence",2005,"20 s",2,3,5
"5810","Permanent Residence",2006,"20 s",1,5,6
"5811","Permanent Residence",2007,"20 s",2,8,10
"5812","Permanent Residence",2008,"20 s",6,7,13
"5813","Permanent Residence",2009,"20 s",3,2,5
"5814","Permanent Residence",2010,"20 s",6,6,12
"5815","Permanent Residence",2011,"20 s",15,12,27
"5816","Permanent Residence",2012,"20 s",14,8,22
"5817","Permanent Residence",2013,"20 s",15,9,24
"5818","Permanent Residence",2014,"20 s",13,6,19
"5819","Permanent Residence",2015,"20 s",8,4,12
"5820","Permanent Residence",2016,"20 s",15,5,20
"5821","Permanent Residence",2017,"20 s",6,5,11
"5822","Permanent Residence",2018,"20 s",7,7,14
"5823","Permanent Residence",2019,"20 s",14,2,16
"5824","Marriage Immigration",2011,"20 s",NA,56,56
"5825","Marriage Immigration",2012,"20 s",1,1084,1085
"5826","Marriage Immigration",2013,"20 s",0,990,990
"5827","Marriage Immigration",2014,"20 s",0,578,578
"5828","Marriage Immigration",2015,"20 s",2,571,573
"5829","Marriage Immigration",2016,"20 s",1,645,646
"5830","Marriage Immigration",2017,"20 s",2,613,615
"5831","Marriage Immigration",2018,"20 s",0,606,606
"5832","Marriage Immigration",2019,"20 s",2,573,575
"5833","Total",2000,"21 s",3521,2989,6510
"5834","Total",2001,"21 s",2532,2922,5454
"5835","Total",2002,"21 s",2710,2754,5464
"5836","Total",2003,"21 s",3595,2984,6579
"5837","Total",2004,"21 s",3425,2939,6364
"5838","Total",2005,"21 s",5603,3507,9110
"5839","Total",2006,"21 s",5656,4378,10034
"5840","Total",2007,"21 s",5003,5424,10427
"5841","Total",2008,"21 s",6381,5948,12329
"5842","Total",2009,"21 s",3738,5116,8854
"5843","Total",2010,"21 s",5019,6197,11216
"5844","Total",2011,"21 s",6247,6172,12419
"5845","Total",2012,"21 s",6924,6073,12997
"5846","Total",2013,"21 s",6398,6160,12558
"5847","Total",2014,"21 s",6846,6852,13698
"5848","Total",2015,"21 s",6554,6791,13345
"5849","Total",2016,"21 s",7314,7708,15022
"5850","Total",2017,"21 s",8122,8052,16174
"5851","Total",2018,"21 s",9574,9175,18749
"5852","Total",2019,"21 s",8186,8381,16567
"5853","Sightseeing Pass",2000,"21 s",172,136,308
"5854","Sightseeing Pass",2001,"21 s",252,170,422
"5855","Sightseeing Pass",2002,"21 s",258,161,419
"5856","Sightseeing Pass",2003,"21 s",120,114,234
"5857","Sightseeing Pass",2004,"21 s",135,137,272
"5858","Sightseeing Pass",2005,"21 s",97,127,224
"5859","Sightseeing Pass",2006,"21 s",104,113,217
"5860","Sightseeing Pass",2007,"21 s",124,165,289
"5861","Sightseeing Pass",2008,"21 s",150,188,338
"5862","Sightseeing Pass",2009,"21 s",199,235,434
"5863","Sightseeing Pass",2010,"21 s",280,293,573
"5864","Sightseeing Pass",2011,"21 s",257,268,525
"5865","Sightseeing Pass",2012,"21 s",220,277,497
"5866","Sightseeing Pass",2013,"21 s",182,210,392
"5867","Sightseeing Pass",2014,"21 s",184,199,383
"5868","Sightseeing Pass",2015,"21 s",244,213,457
"5869","Sightseeing Pass",2016,"21 s",194,176,370
"5870","Sightseeing Pass",2017,"21 s",166,168,334
"5871","Sightseeing Pass",2018,"21 s",198,172,370
"5872","Sightseeing Pass",2019,"21 s",118,162,280
"5873","Short-term Business",2000,"21 s",195,69,264
"5874","Short-term Business",2001,"21 s",204,86,290
"5875","Short-term Business",2002,"21 s",91,77,168
"5876","Short-term Business",2003,"21 s",87,59,146
"5877","Short-term Business",2004,"21 s",78,45,123
"5878","Short-term Business",2005,"21 s",67,25,92
"5879","Short-term Business",2006,"21 s",142,65,207
"5880","Short-term Business",2007,"21 s",219,107,326
"5881","Short-term Business",2008,"21 s",123,56,179
"5882","Short-term Business",2009,"21 s",38,10,48
"5883","Short-term Business",2010,"21 s",31,9,40
"5884","Short-term Business",2011,"21 s",51,12,63
"5885","Short-term Visitors",2000,"21 s",439,391,830
"5886","Short-term Visitors",2001,"21 s",336,284,620
"5887","Short-term Visitors",2002,"21 s",474,355,829
"5888","Short-term Visitors",2003,"21 s",366,349,715
"5889","Short-term Visitors",2004,"21 s",307,242,549
"5890","Short-term Visitors",2005,"21 s",279,296,575
"5891","Short-term Visitors",2006,"21 s",460,439,899
"5892","Short-term Visitors",2007,"21 s",496,519,1015
"5893","Short-term Visitors",2008,"21 s",429,385,814
"5894","Short-term Visitors",2009,"21 s",190,217,407
"5895","Short-term Visitors",2010,"21 s",290,303,593
"5896","Short-term Visitors",2011,"21 s",425,393,818
"5897","Short-term Visitors",2012,"21 s",579,514,1093
"5898","Short-term Visitors",2013,"21 s",733,640,1373
"5899","Short-term Visitors",2014,"21 s",439,391,830
"5900","Short-term Visitors",2015,"21 s",513,481,994
"5901","Short-term Visitors",2016,"21 s",350,336,686
"5902","Short-term Visitors",2017,"21 s",389,304,693
"5903","Short-term Visitors",2018,"21 s",563,345,908
"5904","Short-term Visitors",2019,"21 s",454,292,746
"5905","Short-term Employment",2000,"21 s",6,3,9
"5906","Short-term Employment",2001,"21 s",3,4,7
"5907","Short-term Employment",2002,"21 s",8,4,12
"5908","Short-term Employment",2003,"21 s",8,6,14
"5909","Short-term Employment",2004,"21 s",7,11,18
"5910","Short-term Employment",2005,"21 s",7,13,20
"5911","Short-term Employment",2006,"21 s",10,5,15
"5912","Short-term Employment",2007,"21 s",6,12,18
"5913","Short-term Employment",2008,"21 s",9,7,16
"5914","Short-term Employment",2009,"21 s",2,5,7
"5915","Short-term Employment",2010,"21 s",3,4,7
"5916","Short-term Employment",2011,"21 s",5,4,9
"5917","Short-term Employment",2012,"21 s",8,7,15
"5918","Short-term Employment",2013,"21 s",2,3,5
"5919","Short-term Employment",2014,"21 s",1,3,4
"5920","Short-term Employment",2015,"21 s",1,3,4
"5921","Short-term Employment",2016,"21 s",1,2,3
"5922","Short-term Employment",2017,"21 s",3,5,8
"5923","Short-term Employment",2018,"21 s",2,2,4
"5924","Short-term Employment",2019,"21 s",2,2,4
"5925","Job Seeking",2000,"21 s",0,0,0
"5926","Job Seeking",2001,"21 s",0,0,0
"5927","Job Seeking",2002,"21 s",0,0,0
"5928","Job Seeking",2003,"21 s",0,0,0
"5929","Job Seeking",2004,"21 s",0,0,0
"5930","Job Seeking",2005,"21 s",0,0,0
"5931","Job Seeking",2006,"21 s",0,0,0
"5932","Job Seeking",2007,"21 s",0,0,0
"5933","Job Seeking",2008,"21 s",0,0,0
"5934","Job Seeking",2009,"21 s",0,0,0
"5935","Job Seeking",2010,"21 s",0,0,0
"5936","Job Seeking",2014,"21 s",1,0,1
"5937","Job Seeking",2015,"21 s",1,1,2
"5938","Job Seeking",2017,"21 s",0,1,1
"5939","Job Seeking",2018,"21 s",0,3,3
"5940","Job Seeking",2019,"21 s",1,1,2
"5941","study",2000,"21 s",87,108,195
"5942","study",2001,"21 s",120,174,294
"5943","study",2002,"21 s",172,257,429
"5944","study",2003,"21 s",248,437,685
"5945","study",2004,"21 s",502,649,1151
"5946","study",2005,"21 s",616,786,1402
"5947","study",2006,"21 s",833,1120,1953
"5948","study",2007,"21 s",947,1373,2320
"5949","study",2008,"21 s",1113,1602,2715
"5950","study",2009,"21 s",1016,1743,2759
"5951","study",2010,"21 s",1006,2174,3180
"5952","study",2011,"21 s",926,2080,3006
"5953","study",2012,"21 s",882,1875,2757
"5954","study",2013,"21 s",1101,2547,3648
"5955","study",2014,"21 s",1151,3060,4211
"5956","study",2015,"21 s",1242,3083,4325
"5957","study",2016,"21 s",1300,3634,4934
"5958","study",2017,"21 s",1457,3329,4786
"5959","study",2018,"21 s",1723,4095,5818
"5960","study",2019,"21 s",1775,3740,5515
"5961","General Trainees",2000,"21 s",66,54,120
"5962","General Trainees",2001,"21 s",75,95,170
"5963","General Trainees",2002,"21 s",62,85,147
"5964","General Trainees",2003,"21 s",136,139,275
"5965","General Trainees",2004,"21 s",263,260,523
"5966","General Trainees",2005,"21 s",230,246,476
"5967","General Trainees",2006,"21 s",491,448,939
"5968","General Trainees",2007,"21 s",847,736,1583
"5969","General Trainees",2008,"21 s",864,897,1761
"5970","General Trainees",2009,"21 s",629,739,1368
"5971","General Trainees",2010,"21 s",655,917,1572
"5972","General Trainees",2011,"21 s",738,918,1656
"5973","General Trainees",2012,"21 s",642,708,1350
"5974","General Trainees",2013,"21 s",505,743,1248
"5975","General Trainees",2014,"21 s",597,860,1457
"5976","General Trainees",2015,"21 s",693,1004,1697
"5977","General Trainees",2016,"21 s",1172,1348,2520
"5978","General Trainees",2017,"21 s",1452,1349,2801
"5979","General Trainees",2018,"21 s",1653,1290,2943
"5980","General Trainees",2019,"21 s",1349,1183,2532
"5981","Religious Activities",2000,"21 s",5,33,38
"5982","Religious Activities",2001,"21 s",7,42,49
"5983","Religious Activities",2002,"21 s",14,49,63
"5984","Religious Activities",2003,"21 s",7,36,43
"5985","Religious Activities",2004,"21 s",18,21,39
"5986","Religious Activities",2005,"21 s",8,28,36
"5987","Religious Activities",2006,"21 s",9,24,33
"5988","Religious Activities",2007,"21 s",12,38,50
"5989","Religious Activities",2008,"21 s",11,36,47
"5990","Religious Activities",2009,"21 s",4,23,27
"5991","Religious Activities",2010,"21 s",6,27,33
"5992","Religious Activities",2011,"21 s",6,24,30
"5993","Religious Activities",2012,"21 s",119,405,524
"5994","Religious Activities",2013,"21 s",7,26,33
"5995","Religious Activities",2014,"21 s",5,16,21
"5996","Religious Activities",2015,"21 s",3,15,18
"5997","Religious Activities",2016,"21 s",8,15,23
"5998","Religious Activities",2017,"21 s",5,13,18
"5999","Religious Activities",2018,"21 s",5,12,17
"6000","Religious Activities",2019,"21 s",4,10,14
"6001","Investors",2000,"21 s",4,5,9
"6002","Investors",2001,"21 s",6,2,8
"6003","Investors",2002,"21 s",4,1,5
"6004","Investors",2003,"21 s",3,1,4
"6005","Investors",2004,"21 s",1,1,2
"6006","Investors",2005,"21 s",3,3,6
"6007","Investors",2006,"21 s",2,0,2
"6008","Investors",2007,"21 s",3,0,3
"6009","Investors",2008,"21 s",2,0,2
"6010","Investors",2009,"21 s",4,0,4
"6011","Investors",2010,"21 s",4,1,5
"6012","Investors",2012,"21 s",1,NA,1
"6013","Investors",2015,"21 s",2,0,2
"6014","Investors",2017,"21 s",0,1,1
"6015","Investors",2018,"21 s",2,0,2
"6016","Investors",2019,"21 s",1,0,1
"6017","Trade and Business",2000,"21 s",1,0,1
"6018","Trade and Business",2001,"21 s",0,1,1
"6019","Trade and Business",2002,"21 s",0,1,1
"6020","Trade and Business",2003,"21 s",0,0,0
"6021","Trade and Business",2004,"21 s",1,0,1
"6022","Trade and Business",2005,"21 s",0,0,0
"6023","Trade and Business",2006,"21 s",0,0,0
"6024","Trade and Business",2007,"21 s",0,1,1
"6025","Trade and Business",2008,"21 s",1,0,1
"6026","Trade and Business",2009,"21 s",0,1,1
"6027","Trade and Business",2010,"21 s",0,0,0
"6028","Trade and Business",2012,"21 s",1,NA,1
"6029","Trade and Business",2013,"21 s",4,0,4
"6030","Trade and Business",2014,"21 s",2,0,2
"6031","Trade and Business",2016,"21 s",1,0,1
"6032","Trade and Business",2017,"21 s",2,0,2
"6033","Trade and Business",2018,"21 s",1,0,1
"6034","Trade and Business",2019,"21 s",1,0,1
"6035","Research",2000,"21 s",2,1,3
"6036","Research",2001,"21 s",0,0,0
"6037","Research",2002,"21 s",3,0,3
"6038","Research",2003,"21 s",1,1,2
"6039","Research",2004,"21 s",5,2,7
"6040","Research",2005,"21 s",2,0,2
"6041","Research",2006,"21 s",0,0,0
"6042","Research",2007,"21 s",0,0,0
"6043","Research",2008,"21 s",0,0,0
"6044","Research",2009,"21 s",0,0,0
"6045","Research",2010,"21 s",1,0,1
"6046","Research",2013,"21 s",1,0,1
"6047","Research",2014,"21 s",4,0,4
"6048","Research",2015,"21 s",9,3,12
"6049","Research",2016,"21 s",6,0,6
"6050","Research",2017,"21 s",1,0,1
"6051","Art and Entertainment",2000,"21 s",19,518,537
"6052","Art and Entertainment",2001,"21 s",31,594,625
"6053","Art and Entertainment",2002,"21 s",27,430,457
"6054","Art and Entertainment",2003,"21 s",38,223,261
"6055","Art and Entertainment",2004,"21 s",25,221,246
"6056","Art and Entertainment",2005,"21 s",45,296,341
"6057","Art and Entertainment",2006,"21 s",43,185,228
"6058","Art and Entertainment",2007,"21 s",23,165,188
"6059","Art and Entertainment",2008,"21 s",31,169,200
"6060","Art and Entertainment",2009,"21 s",18,200,218
"6061","Art and Entertainment",2010,"21 s",25,159,184
"6062","Art and Entertainment",2011,"21 s",29,91,120
"6063","Art and Entertainment",2012,"21 s",26,135,161
"6064","Art and Entertainment",2013,"21 s",26,139,165
"6065","Art and Entertainment",2014,"21 s",18,145,163
"6066","Art and Entertainment",2015,"21 s",33,124,157
"6067","Art and Entertainment",2016,"21 s",37,70,107
"6068","Art and Entertainment",2017,"21 s",25,34,59
"6069","Art and Entertainment",2018,"21 s",19,37,56
"6070","Art and Entertainment",2019,"21 s",19,39,58
"6071","Unskilled Employment",2000,"21 s",0,0,0
"6072","Unskilled Employment",2001,"21 s",0,0,0
"6073","Unskilled Employment",2002,"21 s",0,0,0
"6074","Unskilled Employment",2003,"21 s",9,2,11
"6075","Unskilled Employment",2004,"21 s",231,12,243
